Arabic,English,Hebrew,Russian,French
بإطلاق,Release,לְשַׁחְרֵר,Выпускать,Libérer
اعيش,I live,אני חי,я живу,Je vis
التجارة,commerce,מִסְחָר,коммерция,Commerce
مالأمر,What is the matter,מה זה משנה,В чем дело,Que se passe-t-il
الحفرة,the pit,הבור,яма,la fosse
خوف,fear,פחד,страх,craindre
أيدي,Hands,ידיים,Руки,Mains
الميناء,The port,הנמל,Порт,Le port
يخبرنا,He tells us,הוא אומר לנו,Он говорит нам,Il nous dit
ملازم,lieutenant,סגן,лейтенант,lieutenant
لَهُ,for him,לו,для него,pour lui
التوتر,Stress,לחץ,Стресс,Stress
كندا,Canada,קנדה,Канада,Canada
الغابات,Forests,יערות,Леса,Les forêts
يؤمن,Believe,לְהֶאֱמִין,Полагать,Croire
تَستطيعُ,Could you,האם אתה יכול,Не могли бы вы,Pourrais-tu
إبق,Stay,שָׁהוּת,Оставаться,Rester
أغرب,Weird,מְשׁוּנֶה,Странный,Bizarre
الوكالة,agency,סוֹכְנוּת,агентство,agence
هَل,Do,האם,Делать,Faire
للوراء,Back,חזור,Назад,Dos
الهوية,Identity,זהות,Личность,Identité
دايفيد,David,דוד,Дэйвид,David
حساسية,sensitive,רגישות,чувствительный,sensible
أتعني,I mean,אני מתכוון,Я имею в виду,Je veux dire
مونرو,Monroe,מונרו,Монро,Monroe
ذاكرة,memory,זיכרון,Память,mémoire
مايو,May,מאי,Может,Peut
نستطع,We can,אנחנו יכולים,Мы можем,Nous pouvons
هيون,Hyun,היון,Хён,Hyun
قصارى,Short,קצר,Короткий,Court
جانيت,Jeanette,ז'נט,Джанетт,Jeanette
نعيد,Re -,Re -,Re -,Concernant -
قلم,pencil,עִפָּרוֹן,карандаш,crayon
خيارات,Options,אפשרויות,Параметры,Options
يبيع,He sells,הוא מוכר,Он продает,Il vend
ظريف,Nice,נֶחְמָד,Хороший,gentil
دولة,nation,מדינה,нация,nation
ليديا,Lydia,לידיה,Лидия,Lydia
تفعلى,Do,לַעֲשׂוֹת,Делать,Faire
الأشعة,Ray,קֶרֶן,Луча,Rayon
وبدون,Without,לְלֹא,Без,Sans
الرهائن,Hostage,בן ערובה,Заложник,Otage
أسباب,Causes,גורם ל,Причины,Causes
كلتا,both,שניהם,оба,les deux
ينتمي,Belonging,שייכות,Принадлежащий,Qui appartiennent
فن,art,אומנות,искусство,art
صلب,solid,מוצק,твердый,solide
عداد,Counter,דֶלְפֵּק,Прилавок,Comptoir
المخيم,the camp,המחנה,лагерь,le camp
يساعدنا,Help us,עזור לנו,Помоги нам,Aidez nous
تخفي,Hide,להתחבא,Скрывать,Cacher
ينتظرون,They are waiting for,הם מחכים,Они ждут,Ils attendent
لينكولن,Lincoln,לינקולן,Линкольн,Lincoln
ميراندا,Miranda,מירנדה,Миранда,Miranda
تصميم,design,לְעַצֵב,дизайн,conception
وارد,Incoming,נִכנָס,Вход,Entrant
لنفعلها,To do it,לעשות זאת,Сделать это,Pour le faire
العار,Shame,בושה,Стыд,Honte
يتواجد,Exist,קיימים,Существовать,Exister
الحوض,Pelvis,קַטלִית,Таз,Bassin
الوزير,Minister,שר בממשלה,Министр,Ministre
احذر,Be careful,הזהר,Будь осторожен,Faire attention
إعداد,Preparation,הכנה,Подготовка,Préparation
راسل,Correspondent,כַתָב,Корреспондент,Correspondant
بامكانك,You can,אתה יכול,Ты можешь,Tu peux
رومان,Roman,רוֹמִי,Римский,romain
الاحمق,the fool,הטיפש,дурак,l'idiot
تريني,you show me,תראה לי,Вы покажите мне,tu me montres
التلاعب,Manipulation,מָנִיפּוּלָצִיָה,Манипуляция,Manipulation
المحك,Strawberry,תּוּת,Клубника,Fraise
تكتشف,Discover,לְגַלוֹת,Обнаружить,Découvrir
قصتك,Your story,הסיפור שלך,Твоя история,Ton histoire
تعرفت,I got to know,אני חייב לדעת,я должен знать,je dois savoir
مؤتمر,conference,וְעִידָה,конференция,conférence
إنتظروا,Wait for,לחכות ל,Ждать,Attendre
ينفذ,Implement,ליישם,Осуществлять,Mettre en œuvre
أحدٍ,Anyone,אחד,Любой,N'importe qui
نيابة,Prosecution,תביעה,Судебное преследование,Poursuite
مراراً,repeatedly,שוב ושוב,неоднократно,à plusieurs reprises
بديل,substitute,תחליף,заменять,remplaçant
وقام,And stand up,ולעמוד,И встать,Et se lever
الساقطة,Fallen,נָפוּל,Упал,Déchu
شعوري,my feeling,ההרגשה שלי,Мое чувство,mon sentiment
بحثاً,Search,לחפש,Поиск,Recherche
فرصتنا,Our opportunity,ההזדמנות שלנו,Наша возможность,Notre opportunité
أهدأ,just chill,פשוט תרגע,просто остынь,calme toi
اياه,Its it,זה זה,Это его,C'est ça
لقضاء,To make up,כדי לפצות,Чтобы сделать,Pour compenser
نفهم,Understand,מבין,Понимать,Comprendre
مصلحة,an interest,עניין,интерес,un intérêt
لِماذا,Why,למה,Почему,Pourquoi
الأستاذ,the professor,הפרופסור,профессор,le professeur
المعيشة,the living,החיים,Жизнь,les vivants
حكيم,wise,חכם,мудрый,sage
يدفعون,They pay,הם משלמים,Они платят,Ils payent
ت,T,T,Т,T
سأجلب,I will bring,אני אביא,я принесу,j'apporterai
أبكي,Cry,בוכה,Плакать,Pleurer
يريدني,He wants me,הוא רוצה אותי,Он хочет меня,Il me veut
أمرًا,Command,פקודה,Командование,Commande
الخطوط,lines,שורות,линии,lignes
الحادية,Uniform,מדים,Униформа,Uniforme
تنزف,Bleed,לדמם,Провести кровотечение,Saigner
السجائر,Cigarette,סִיגַרִיָה,Сигарета,Cigarette
كشخص,As a person,כבן אדם,Как человек,En tant que personne
الملعون,Cursed,קילל את,Проклятый,Maudit
طالبة,student,סטוּדֶנט,студент,étudiant
مصر,Egypt,מצרים,Египет,Egypte
باك,Pile,עֲרֵמָה,Куча,Pile
رأيكم,Your opinion,הדעה שלך,Ваше мнение,Votre opinion
سأدخل,I will enter,אני אכנס,Я войду,J'entrerai
سبباً,Reason,סיבה,Причина,Raison
كريستينا,Christina,כריסטינה,Кристина,Christina
النزيف,Bleeding,מְדַמֵם,Кровотечение,Saignement
متأخراً,Late,מאוחר,Поздно,En retard
يومان,tow days,ימי גרירה,Дни буксировки,jours de remorquage
ساكون,I will be,אני אהיה,я буду,Je serai
الرجوع,Return,לַחֲזוֹר,Возвращаться,Retour
للتعامل,To deal,להתמודד,Иметь дело,Négocier
كُنا,We were,היינו,Мы были,Nous étions
بيرت,Pert,חָצוּף,Проницательный,Pertinence
إنّنا,We are,אנחנו,Мы,Nous sommes
عقوبة,Punishment,עֲנִישָׁה,Наказание,Châtiment
التكنولوجيا,Technology,טֶכנוֹלוֹגִיָה,Технологии,Technologie
تقولينه,You say it,אתה אומר את זה,Ты скажи,Tu l'as dit
غياب,absence,הֶעְדֵר,отсутствие,absence
بالظبط,Exactly,בְּדִיוּק,Точно,Exactement
الخيال,Imagination,דִמיוֹן,Воображение,Imagination
بصحة,Healthy,בָּרִיא,Здоровый,En bonne santé
يحلو,Like,כמו,Нравиться,Comme
أعتبر,Considered,נחשב,Обдуманный,Considéré
القرارات,Decisions,החלטות,Решения,Les décisions
آوه,Oh,אה,Ой,Oh
جوردان,Jordan,יַרדֵן,Иордания,Jordan
مطار,airport,שדה תעופה,аэропорт,aéroport
السيّدة,Mrs,הגברת,Миссис,Mme
أحداث,events,אירועים,события,événements
ضعها,Put it,תְלָאִית,Положи это,Mets-le
افعلي,I do,עידו,Я делаю,Je fais
جهة,Side,כיוון,Сторона,Côté
أتوا,they came,הם באו,они пришли,ils sont venus
لَكنَّه,But he,אבל הוא,Но он,Mais il
حمقى,Foolish,טִפּשִׁי,Глупый,Idiot
لائحة,Regulation,תַקָנָה,Регулирование,Régulation
تأتين,You come,אתה בא,Вы пришли,Tu viens
رأيتي,My opinion,דעתי,Мое мнение,Mon avis
شريحة,slice,פרוסה,кусочек,tranche
أخطط,Plan,לְתַכְנֵן,План,Plan
مريع,terrible,נורא,ужасный,terrible
بالقوة,By force,בכוח,Силой,De force
تهمة,charge,לחייב,заряжать,charge
الأجرة,Fare,דמי נסיעה,Плата за проезд,Tarif
بريطانيا,Britain,בריטניה,Британия,Grande-Bretagne
ألي,to,ל,к,pour
سول,Teller,כַּספָּר,Кассир,Caissier
مواقع,Locations,מיקומים,Локации,Emplacements
ناري,Fiery,לוֹהֵט,Огненный,Ardent
فيكي,Fist,אֶגְרוֹף,Кулак,Poing
تمازحني,Joking,בדיחה,Шутка,Plaisanterie
وعدتني,I promised me,הבטחתי לי,Я обещал мне,Je me suis promis
سامحني,Pardon me,סלח לי,Простите,Excusez-moi
وتقول,And you say,ואתה אומר,И вы говорите,Et tu dis
ساندي,Sandy,חוֹלִי,Сэнди,Sablonneux
ق,S,ג,С,S
النفسية,Mental,נַפשִׁי,Психиатрический,Mental
كليا,entirely,לַחֲלוּטִין,полностью,entièrement
القانونية,Legalization,לֵגָלִיזָצִיָה,Легализация,Légalisation
الصينية,Chinese,סִינִית,Китайский,Chinois
لبعضنا,for each other,אחד בשביל השני,друг для друга,les uns pour les autres
الحلقات,Episodes,פרקים,Эпизоды,Épisodes
مؤقت,temporary,זמני,временный,temporaire
كنتى,You were,היית,Вы были,tu été
أكترث,Spare,נוֹסָף,Запасной,De rechange
يبكي,He cries,הוא בוכה,Он плачет,Il pleure
حلّ,Solution,פִּתָרוֹן,Решение,Solution
الأراضي,Land,ארץ,Земля,Atterrir
شعرها,Her hair,שערה,Ее волосы,Ses cheveux
الإحساس,Sensation,תְחוּשָׁה,Ощущение,Sensation
نمر,tiger,נמר,тигр,tigre
تخبرنى,You tell me,אתה תאמר לי,Кому ты рассказываешь,À vous de me dire
السيده,Mrs,הגברת,Миссис,Mme
هاتفها,Its phone,הטלפון שלו,Его телефон,Son téléphone
بمفرده,on his own,בכוחות עצמו,самостоятельно,tout seul
أظنها,I think it,אני חושב שזה,"Я думаю, что это",je le pense
بطبيعة,In nature,בטבע,В природе,Dans la nature
ديبي,Deby,דבי,Деби,Deby
المسئول,Administrator,מנהל,Администратор,Le responsable
مرتاح,comfortable,נוֹחַ,комфортный,confortable
بإعادة,Re -,Re -,Re -,Concernant -
الجاذبية,gravity,כוח משיכה,сила тяжести,la gravité
جذابة,Attractive,מוֹשֵׁך,Привлекательный,Attractif
دجاج,chickens,תרנגולות,цыплята,poulets
تستيقظ,Wake up,תתעורר,Проснуться,Réveillez-vous
تقريبًا,almost,כמעט,почти,presque
نجده,help,עֶזרָה,помощь,aider
الأقدام,Feet,רגליים,Ноги,Pieds
حياتكِ,Your life,החיים שלך,Твоя жизнь,Ta vie
أجلنا,We postpone,אנו דוחים,Мы откладываем,Nous reportons
اساعدك,I help you,אני עוזר לך,я помогаю тебе,je t'aide
سيقول,would say,הייתי אומר,сказал бы,dirait
ميغان,Megan,מייגן,Меган,Megan
يجعلها,Make it,לעשות את זה,Сделай это,Fais-le
لهما,They are,הם,Они есть,Ils sont
باوند,a pound,פאונד,фунт,une livre
يذكرني,reminds me,מזכיר לי,Напомни мне,me rappelle
وداعًا,Farewell,להתראות,Прощание,Adieu
بعمق,Deeply,באופן מעמיק,Глубоко,Profondément
وأنتَ,And you,ואתה,А ты,Et toi
جوان,Joan,ג'ואן,Джоан,Joan
سأساعدك,I will help you,אני אעזור לך,я помогу тебе,je t'aiderai
أفتقد,miss,עלמה,скучать,manquer
قادرا,Capable,בעל יכולת,Способный,Capable
مُنذ,since,מאז,с,depuis
المسرحية,Play,לְשַׂחֵק,Играть,Jouer
